link,title,date,datetime,author,author_link,caption,image
https://techcrunch.com/2018/10/17/applied-gets-2m-to-make-hiring-fairer-using-algorithms-not-ai/,"Applied gets $2M to make hiring fairer — using algorithms, not AI","Oct 17, 2018",2018-10-17T04:40:31+00:00,Natasha Lomas,https://techcrunch.com/author/natasha-lomas/,"London-based startup Applied has bagged £1.5M (~$2M) in seed funding for a fresh, diversity-sensitive approach to recruitment that deconstructs and reworks the traditional CV-bound process, drawing o",https://techcrunch.com/wp-content/uploads/2018/10/group-photo-without-logo3.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/unifonic-dubbed-the-twilio-of-emerging-markets-closes-21m-series-a-round/,"Unifonic, dubbed the Twilio of emerging markets, closes $21M Series A round","Oct 17, 2018",2018-10-17T03:06:21+00:00,Mike Butcher,https://techcrunch.com/author/mike-butcher/,"Those of you familiar with the incredible rise of Twilio, which came along to utterly disrupt the communications world, will be interested to hear that another player plans to do the same, but this ti",https://techcrunch.com/wp-content/uploads/2018/10/maxresdefault.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/cognata-raises-18-5m-as-race-to-deploy-autonomous-vehicles-quickens/,Cognata raises $18.5M as race to deploy autonomous vehicles quickens,"Oct 17, 2018",2018-10-17T03:00:54+00:00,Kirsten Korosec,https://techcrunch.com/author/kirsten-korosec/,"Cognata has raised $18.5 million in a funding round led by Scale Venture Partners, fresh capital that the Israeli autonomous simulation startup will use to meet demand for technology that will help co",https://techcrunch.com/wp-content/uploads/2018/10/Cognata-live-system-3.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/smule-raises-20m-with-plans-to-expand-india-operations/,"Smule raises $20M, with plans to expand India operations","Oct 17, 2018",2018-10-17T02:00:35+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"App maker turned music social network Smule has raised another $20 million. The latest round follows a $54 million raise in May of last year, led by Tencent, intent on helping the company expand Asia",https://techcrunch.com/wp-content/uploads/2015/09/smule.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/memory-timely/,Memory raises $5M to bring AI to time tracking,"Oct 17, 2018",2018-10-17T01:00:00+00:00,Steve O'Hear,https://techcrunch.com/author/steve-o-hear/,"Memory, a startup out of Norway and maker of time tracking app Timely, has raised $5 million in further funding. Leading the round is Concentric, and Investinor, with participation from existing inves",https://techcrunch.com/wp-content/uploads/2018/10/02_team.jpeg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/european-late-stage-fintech-startups-get-a-boost-with-new-corviglia-fund/,European late-stage FinTech startups get a boost with new Corviglia fund,"Oct 17, 2018",2018-10-17T00:48:19+00:00,Mike Butcher,https://techcrunch.com/author/mike-butcher/,"In a boost to late-stage funding for FinTech startups looking to scale-up without having to leave Europe, what claims to be the largest growth equity fund for Fintech in Europe launches today. The Cor",https://techcrunch.com/wp-content/uploads/2018/10/CCF-Group-Photo-From-left-to-right-Paweł-Karczewski-Petr-Šmída-Cezary-Smorszczewski-Marcin-Goszyk-and-Piotr-Pisarz.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/facebook-watch-real-world/,MTV’s Real World will be revived with interactivity on Facebook Watch,"Oct 17, 2018",2018-10-17T00:45:31+00:00,Josh Constine,https://techcrunch.com/author/josh-constine/,"The world’s first hit reality show “The Real World” is being reimagined for Facebook Watch 26 years after it debuted on cable. Come Spring 2019, fans will get a chance to vote on who’ll jo",https://techcrunch.com/wp-content/uploads/2018/10/Facebooks-The-Real-World.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/17/roborace-to-replace-f1-racing-drivers-with-robots-at-disrupt/,Roborace to augment racing drivers with robots at Disrupt,"Oct 17, 2018",2018-10-17T00:17:42+00:00,Romain Dillet,https://techcrunch.com/author/romain-dillet/,"Formula E is so 2017. This year, it's all about Roborace, an upcoming F1-style competition. And the big new thing is that it's all about self-driving technology working with human drivers. I&#",https://techcrunch.com/wp-content/uploads/2018/10/Nvidia_Robocar.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/samsung-acquires-network-analytics-startup-zhilabs-to-help-its-transition-to-5g/,Samsung acquires network analytics startup Zhilabs to help its transition to 5G,"Oct 16, 2018",2018-10-16T21:10:34+00:00,Catherine Shu,https://techcrunch.com/author/catherine-shu/,"Samsung Electronics is betting that acquiring Zhilabs, a real-time networks analytics startup based in Barcelona, will ease its transition from 4G to 5G technologies. Financial details of the deal, wh",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-924650892.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/scribd-new-york-times/,Scribd and The New York Times announce a joint $12.99 subscription,"Oct 16, 2018",2018-10-16T21:00:56+00:00,Anthony Ha,https://techcrunch.com/author/anthony-ha/,"If you want to subscribe to both Scribd and The New York Times, you can now do it for a combined price of $12.99 per month — particularly impressive when you consider that a standard NYT digital sub",https://techcrunch.com/wp-content/uploads/2018/10/d5v6oMoQ.jpeg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/pinterest-is-turning-more-of-its-window-shoppers-into-buyers-with-newest-features/,Pinterest is turning more of its window shoppers into buyers with newest features,"Oct 16, 2018",2018-10-16T09:00:18+00:00,Kate Clark,https://techcrunch.com/author/kate-clark/,"Like many other leading social media companies, Pinterest is making it easier to purchase the products on its platform.",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-866241424.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/with-300m-in-new-funding-devoted-health-launches-its-medicare-advantage-plan-in-florida/,"With $300M in new funding, Devoted Health launches its Medicare Advantage plan in Florida","Oct 16, 2018",2018-10-16T09:00:02+00:00,Kate Clark,https://techcrunch.com/author/kate-clark/,"Andreessen Horowitz has led the $300 million Series B, with participation from Premji Invest and Uprising.",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-909526614.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/facebook-ripley-set-top-box/,Facebook is building a camera TV set-top box,"Oct 16, 2018",2018-10-16T08:29:23+00:00,Josh Constine,https://techcrunch.com/author/josh-constine/,A mysterious product called “Ripley” appeared hidden beside Facebook’s new Portal smart displays in Facebook for Android’s code. Dug up by frequent TechCrunch tipster Jane Manchun Wong a week,https://techcrunch.com/wp-content/uploads/2018/10/Facebook-Portal1.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/elon-musks-settlement-with-the-sec-approved-by-judge-sending-shares-higher/,"Elon Musk’s settlement with the SEC approved by judge, sending shares higher","Oct 16, 2018",2018-10-16T08:25:14+00:00,Kirsten Korosec,https://techcrunch.com/author/kirsten-korosec/,"The saga between Tesla CEO Elon Musk and the U.S. Securities and Exchange Commission, which began with a now infamous “funding secured” tweet about taking the electric automaker private, i",https://techcrunch.com/wp-content/uploads/2018/06/GettyImages-930534182.jpeg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/substack-one-year/,Substack celebrates its first birthday with 25K paying newsletter subscribers,"Oct 16, 2018",2018-10-16T08:15:57+00:00,Anthony Ha,https://techcrunch.com/author/anthony-ha/,"It’s been a year since the launch of Substack, a platform that allows newsletter writers to build a subscription business. Today, on its first birthday, the startup has a simple message: Yes, pe",https://techcrunch.com/wp-content/uploads/2015/07/mailbox.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/with-watch-gt-huawei-ditches-google-for-its-own-os/,"With Watch GT, Huawei ditches Google for its own OS","Oct 16, 2018",2018-10-16T07:33:52+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"LG’s strange new hybrid Watch W7 marked a small but important victory for Wear OS. But this morning in London, Google lost a key ally in the smartwatch wars — for this model, at least. Huawei’s",https://techcrunch.com/wp-content/uploads/2018/10/HUAWEI-WATCH-GT_1.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/timex-builds-its-first-automatic-watch-in-decades/,Timex builds its first automatic watch in decades,"Oct 16, 2018",2018-10-16T07:16:38+00:00,John Biggs,https://techcrunch.com/author/,"Leave your smartwatch on the counter because Timex is back with its first automatic watch in decades. Called the Marlin, this 21-jewel timepiece that hearkens back to the days of “Takes a lickin",https://techcrunch.com/wp-content/uploads/2018/10/IMG_5471xxx.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/discords-new-game-store-rolls-out-to-the-rest-of-the-world-today/,Discord’s new game store rolls out to the rest of the world today,"Oct 16, 2018",2018-10-16T07:09:25+00:00,Greg Kumparak,https://techcrunch.com/author/greg-kumparak/,"When Discord first launched its new built-in game store just a few weeks back, there was one big caveat: it was available to only a tiny, tiny slice of its 150 million users; 50,000 of them, to be exa",https://techcrunch.com/wp-content/uploads/2018/10/discord.png?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/walmarts-vudu-may-add-subscription-video-channels-to-its-streaming-service/,Walmart’s Vudu may add subscription video channels to its streaming service,"Oct 16, 2018",2018-10-16T07:00:57+00:00,Sarah Perez,https://techcrunch.com/author/sarah-perez/,"Walmart appears to have big plans for its video streaming service, Vudu . On the heels of a partnership with MGM for original content, new reports claim the retailer is now in discussions with various",https://techcrunch.com/wp-content/uploads/2018/10/vudu-homepage.png?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/huaweis-new-phone-can-wirelessly-charge-the-competition/,Huawei’s new phone can wirelessly charge the competition,"Oct 16, 2018",2018-10-16T06:54:35+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"Make no mistake, Huawei’s going after the big dogs here. The company’s taken a Samsung-esque approach to the world of flagship smartphones with a beast of a handset that delivers everything and th",https://techcrunch.com/wp-content/uploads/2018/10/huawei.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/paperspace-scores-13m-investment-for-ai-fueled-application-development-platform/,Paperspace scores $13M investment for AI-fueled application development platform,"Oct 16, 2018",2018-10-16T06:12:25+00:00,Ron Miller,https://techcrunch.com/author/,"Paperspace wants to help developers build artificial intelligence and machine learning applications with a software/hardware development platform powered by GPUs and other powerful chips. Today, the W",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-957627892.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/mongodb-switches-up-its-open-source-license/,MongoDB switches up its open-source license,"Oct 16, 2018",2018-10-16T06:05:26+00:00,Frederic Lardinois,https://techcrunch.com/author/frederic-lardinois/,MongoDB is a bit miffed that some cloud providers — especially in Asia — are taking its open-source code and offering a hosted commercial version of its database to their users without pla,https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-903669404.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/hinge-is-first-dating-app-to-actually-measure-real-world-success/,Hinge is first dating app to actually measure real world success,"Oct 16, 2018",2018-10-16T06:00:51+00:00,Sarah Perez,https://techcrunch.com/author/sarah-perez/,"Dating app Hinge is today launching a new feature aimed at improving its recommendations, based on whether or not matches had successful real-world dates. The feature may also help to address one of t",https://techcrunch.com/wp-content/uploads/2018/10/HingeCouple3.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/instacart-raises-another-600m-at-a-7-6b-valuation/,Instacart raises another $600M at a $7.6B valuation,"Oct 16, 2018",2018-10-16T06:00:43+00:00,Kate Clark,https://techcrunch.com/author/kate-clark/,D1 Capital Partners has led the $600 million round for Instacart.,https://techcrunch.com/wp-content/uploads/2018/10/instacart-mom-shopping.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/journal-raises-1-5-million-to-bring-google-like-search-to-your-personal-life/,Journal raises $1.5 million to bring Google-like search to your personal life,"Oct 16, 2018",2018-10-16T06:00:40+00:00,Megan Rose Dickey,https://techcrunch.com/author/megan-rose-dickey/,"In today’s world of Slack, email and a gazillion other web apps and services, it’s become increasingly hard to search for information. Did your boss Slack you or email you that information",https://techcrunch.com/wp-content/uploads/2018/08/GettyImages-503737790.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/the-new-kindle-paperwhite-is-thinner-and-waterproof/,The new Kindle Paperwhite is thinner and waterproof,"Oct 16, 2018",2018-10-16T06:00:10+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"The Voyage may be dead, but the Kindle line still has some life left in it. This time last year, Amazon upgraded the high-end Oasis model, and now the mid-range Paperwhite is getting a little love.The",https://techcrunch.com/wp-content/uploads/2018/10/CMB_4796.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/see-spot-dance-watch-a-boston-dynamics-robot-get-a-little-funky/,See Spot dance: Watch a Boston Dynamics robot get a little funky,"Oct 16, 2018",2018-10-16T05:39:09+00:00,John Biggs,https://techcrunch.com/author/,"In this fun video the Boston Dynamics Spot dances, wiggles, and shimmies right into our hearts. This little four-legged robot – a smaller sibling to the massive Big Dog – is surprisingly a",https://techcrunch.com/wp-content/uploads/2018/10/giphy-1.gif?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/lyfts-subscription-plan-is-now-available-to-the-masses/,Lyft’s $299 subscription plan is launching to the masses,"Oct 16, 2018",2018-10-16T05:00:22+00:00,Megan Rose Dickey,https://techcrunch.com/author/megan-rose-dickey/,"Lyft has been testing versions of an all-access monthly subscription plan since March. Now, it’s ready to make it available to everyone in the U.S.  Starting today, U.S.-based riders can sign u",https://techcrunch.com/wp-content/uploads/2017/11/lyft.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/mighty-the-ipod-shuffle-for-spotify-gets-a-bigger-battery-and-better-bluetooth/,"Mighty, the iPod Shuffle for Spotify, gets a bigger battery and better bluetooth","Oct 16, 2018",2018-10-16T05:00:11+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"Technology, like so much of life, is cycle. Gadgets evolve, leaving holes in our lives that some fresh new startup is waiting in the wings to fill. There are few better examples of the phenomenon than",https://techcrunch.com/wp-content/uploads/2018/10/CMB_5036.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/temasek-acquires-sygnia-an-israeli-cybersecurity-startup-for-250m/,"Temasek acquires Sygnia, an Israeli cybersecurity startup, for $250M","Oct 16, 2018",2018-10-16T04:01:11+00:00,Ingrid Lunden,https://techcrunch.com/author/ingrid-lunden/,"Temasek, the Singaporean government-controlled company that is one of the world’s biggest investors, is today announcing an acquisition to beef up its cybersecurity business. It is acquiring Syg",https://techcrunch.com/wp-content/uploads/2018/05/gettyimages-914788014.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/gartner-picks-digital-ethics-and-privacy-as-a-strategic-trend-for-2019/,Gartner picks digital ethics and privacy as a strategic trend for 2019,"Oct 16, 2018",2018-10-16T03:59:09+00:00,Natasha Lomas,https://techcrunch.com/author/natasha-lomas/,"Analyst Gartner, best known for crunching device marketshare data; charting technology hype cycles; and churning out predictive listicles of emergent capabilities at software’s cutting edge has",https://techcrunch.com/wp-content/uploads/2014/11/privacy.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/on-demand-pharmacy-startup-nowrx-raises-7-million-series-a-round-through-crowdfunding/,On-demand pharmacy startup NowRx raises $7 million Series A round through crowdfunding,"Oct 16, 2018",2018-10-16T03:57:28+00:00,Megan Rose Dickey,https://techcrunch.com/author/megan-rose-dickey/,"NowRx, an on-demand pharmacy solution of sorts, just closed a $7 million Series A round via the SeedInvest crowdfunding platform. The company had previously raised a $3 million seed round. As the on-d",https://techcrunch.com/wp-content/uploads/2018/10/NowRx-robot-2-.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/cia-nsa-defense-dept-dmarc-email-security/,"CIA, NSA and the Pentagon still aren’t using a basic email security feature","Oct 16, 2018",2018-10-16T03:00:50+00:00,Zack Whittaker,https://techcrunch.com/author/zack-whittaker/,Some of the most sensitive U.S. government departments and agencies still aren’t using a basic email security feature that would significantly cut down on incoming spam or phishing emails. Fifte,https://techcrunch.com/wp-content/uploads/2018/10/opys-pattern-project-paper-planes-planes-paper-vector-planes-paper-lyrics.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/amazon-puts-10m-in-closed-loop-fund-to-make-recycling-easier-in-more-american-cities/,Amazon puts $10M in Closed Loop Fund to make recycling easier in more American cities,"Oct 16, 2018",2018-10-16T02:42:55+00:00,Catherine Shu,https://techcrunch.com/author/catherine-shu/,"Amazon announced today that it has invested $10 million in Closed Loop Fund, which finances the creation of recycling infrastructure and services in U.S. cities. In a statement, the e-commerce behemo",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-969841664.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/announcing-the-disrupt-berlin-agenda/,Announcing the Disrupt Berlin Agenda,"Oct 16, 2018",2018-10-16T01:00:48+00:00,Jordan Crook,https://techcrunch.com/author/jordan-crook/,"TechCrunch Disrupt is the world’s biggest and most impactful tech startup conference, and we can’t wait to bring the hype to Berlin. We’re very proud of the show we’ve put together and are",https://techcrunch.com/wp-content/uploads/2018/10/disruptberlin.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/jobufo/,Video-based recruitment startup JobUFO scores €2M seed,"Oct 16, 2018",2018-10-16T01:00:00+00:00,Steve O'Hear,https://techcrunch.com/author/steve-o-hear/,"JobUFO, the Berlin-based startup that has built a video focussed app to help facilitate better job applications, has raised €2 million in seed funding. Leading the round is IBB and Hevella Capital,",https://techcrunch.com/wp-content/uploads/2018/10/TEAM-JobUFO.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/google-ceo-sundar-pichai-speaks-publicly-for-the-first-time-about-its-censored-china-search-engine/,Google CEO Sundar Pichai speaks publicly for the first time about its censored China search engine,"Oct 16, 2018",2018-10-16T00:41:35+00:00,Catherine Shu,https://techcrunch.com/author/catherine-shu/,"Commenting publicly for the first time about Google’s censored search engine for China, CEO Sundar Pichai said onstage at the WIRED 25 summit in San Francisco that the company is taking “a longer-",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-1052220906.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/16/uber-and-lyft-are-responsible-for-about-half-of-sfs-rise-in-traffic-since-2010-sfcta-says/,"Uber and Lyft are responsible for about half of SF’s rise in traffic since 2010, SFCTA says","Oct 16, 2018",2018-10-16T00:01:21+00:00,Megan Rose Dickey,https://techcrunch.com/author/megan-rose-dickey/,"Uber and Lyft are often times the ones to blame for the rise in traffic and congestion in cities. In San Francisco, the two ride-hailing services are undoubtedly partially to blame, but not entirely t",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-1042541436.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/syncron/,"Syncron, a SaaS to help manufacturers move to a service model, raises $67M","Oct 15, 2018",2018-10-15T23:59:38+00:00,Steve O'Hear,https://techcrunch.com/author/steve-o-hear/,"Syncron, a Stockholm-headquartered company that offers a SaaS to help equipment and other product manufacturers move to a service model, has raised $67 million, its first ever funding round despite be",https://techcrunch.com/wp-content/uploads/2018/10/headshot_anders_gruden.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/iot-company-smartfrog-takes-controlling-interest-in-canary/,IoT company Smartfrog takes controlling interest in Canary,"Oct 15, 2018",2018-10-15T18:16:31+00:00,Brian Heater,https://techcrunch.com/author/brian-heater/,"Things have been pretty quiet on the Canary front. In January at CES, the New York-based smart security startup released a stripped-down version of it its flagship camera. Beyond the odd software upda",https://techcrunch.com/wp-content/uploads/2018/01/dscf3509.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/jeff-bezos-is-just-fine-taking-the-pentagons-10b-jedi-cloud-contract/,Jeff Bezos is just fine taking the Pentagon’s $10B JEDI cloud contract,"Oct 15, 2018",2018-10-15T17:59:18+00:00,Ron Miller,https://techcrunch.com/author/,"Some tech companies might have a problem taking money from the Department of Defense, but Amazon isn’t one of them, as CEO Jeff Bezos made clear today at the Wired25 conference. Just last week,",https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-1052208948.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/disney-imagineerings-john-snoddy-will-talk-augmented-robotics-and-vr-next-week-at-our-event/,Disney‘s Jon Snoddy will talk imagineering augmented worlds at TC Sessions: AR/VR in LA this week,"Oct 15, 2018",2018-10-15T17:07:31+00:00,Matthew Panzarino,https://techcrunch.com/author/matthew-panzarino/,"At our one-day TC Sessions: AR/VR event in LA on October 18, we’ll be joined by Walt Disney Imagineering’s R&D Studio Executive Jon Snoddy. We’re going to talk about how Disn",https://techcrunch.com/wp-content/uploads/2018/10/disney_header.png?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/travelperk-grabs-44m-to-take-its-pain-free-saas-for-business-travel-global/,TravelPerk grabs $44M to take its pain-free SaaS for business travel global,"Oct 15, 2018",2018-10-15T16:01:29+00:00,Natasha Lomas,https://techcrunch.com/author/natasha-lomas/,"Only six months ago Barcelona-based TravelPerk bagged a $21 million Series B, off the back of strong momentum for a software as a service platform designed to take a Slack-like chunk out of the admin",https://techcrunch.com/wp-content/uploads/2018/10/Screen-Shot-2018-10-15-at-16.18.41.png?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/microsoft-cofounder-paul-allen-has-died-at-age-65/,Microsoft co-founder Paul Allen has died at age 65,"Oct 15, 2018",2018-10-15T15:33:43+00:00,Connie Loizos,https://techcrunch.com/author/connie-loizos/,"Microsoft co-founder Paul Allen passed away this afternoon in Seattle at age 65, owing to complications relating to non-Hodgkin’s lymphoma. Vulcan, the privately held company that Allen founded",https://techcrunch.com/wp-content/uploads/2016/03/02805722-b34c-4af5-b652-52185856b2a6.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/twilio-acquires-email-api-platform-sendgrid-for-2-billion-in-stock/,Twilio acquires email API platform SendGrid for $2 billion in stock,"Oct 15, 2018",2018-10-15T15:26:14+00:00,Frederic Lardinois,https://techcrunch.com/author/frederic-lardinois/,"Twilio, the ubiquitous communications platform, today announced its plan to acquire the API-centric email platform SendGrid for about $2 billion in an all-stock transaction. That’s Twilio’",https://techcrunch.com/wp-content/uploads/2017/05/gettyimages-603214826.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/disney-backed-jaunt-lays-off-significant-number-of-employees-as-it-moves-away-from-vr/,Disney-backed Jaunt lays off ‘significant’ number of employees as it moves away from VR,"Oct 15, 2018",2018-10-15T15:18:26+00:00,Lucas Matney,https://techcrunch.com/author/lucas-matney/,"One of the top-funded VR content startups, with backers including Disney and GV (Google Ventures), is laying off a “significant portion” of its employees as it pivots away from virtual rea",https://techcrunch.com/wp-content/uploads/2016/06/jaunt.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/donald-daters-a-dating-app-for-trump-supporters-leaked-its-users-data/,"Donald Daters, a dating app for Trump supporters, leaked its users’ data","Oct 15, 2018",2018-10-15T14:43:57+00:00,Zack Whittaker,https://techcrunch.com/author/zack-whittaker/,"A new dating app for Trump supporters that wants to “make America date again” has leaked its entire database of users — on the day of its launch. The app, called “Donald Daters,” is aimed at",https://techcrunch.com/wp-content/uploads/2018/10/donalddaters.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/new-tech-lets-robots-feel-their-environment/,This robot uses lasers to ‘listen’ to its environment,"Oct 15, 2018",2018-10-15T14:30:04+00:00,John Biggs,https://techcrunch.com/author/,"A new technology from researchers at Carnegie Mellon University will add sound and vibration awareness to create truly context-aware computing. The system, called Ubicoustics, adds additional bits of",https://techcrunch.com/wp-content/uploads/2018/08/icon_home_robot.7c86e1fe91a13b9e4ed0e836f5a42b232ff8a874.gif?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/ahead-of-midterm-elections-facebook-expands-ban-on-posts-aimed-at-voter-suppression/,"Ahead of midterm elections, Facebook expands ban on posts aimed at voter suppression","Oct 15, 2018",2018-10-15T14:24:16+00:00,Zack Whittaker,https://techcrunch.com/author/zack-whittaker/,Facebook is expanding its ban on false and misleading posts that aim to deter citizens from voting in the upcoming midterm elections. The social media giant is adding two more categories of false inf,https://techcrunch.com/wp-content/uploads/2018/10/GettyImages-1051900890.jpg?w=300&h=160&crop=1
https://techcrunch.com/2018/10/15/major-browsers-simultaneously-drop-support-for-old-security-standards/,Major browsers simultaneously drop support for old security standards,"Oct 15, 2018",2018-10-15T13:42:26+00:00,Devin Coldewey,https://techcrunch.com/author/devin-coldewey/,"Firefox, Chrome, Edge, Internet Explorer, and Safari are all dropping support for older versions of the the online security protocol TLS, used in practically any encrypted exchange online. While few p",https://techcrunch.com/wp-content/uploads/2017/07/security-privacy-image.jpg?w=300&h=160&crop=1
